mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
2.46,"8 km E of Vallejo, CA",1724954751720,1725049287298,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055001&format=geojson,11.0,3.1,,,automatic,0,97,nc,75055001,",nc75055001,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",12.0,0.002978,0.11,197.0,md,earthquake,"M 2.5 - 8 km E of Vallejo, CA"
0.87,"16 km NE of Milford, Utah",1724954673780,1724961335420,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80080591,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80080591&format=geojson,,,,,reviewed,0,12,uu,80080591,",uu80080591,",",uu,",",origin,phase-data,",13.0,0.00932,0.1,67.0,md,earthquake,"M 0.9 - 16 km NE of Milford, Utah"
1.5,"15 km W of Point Possession, Alaska",1724954505481,1724954616312,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b4is3mc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b4is3mc&format=geojson,,,,,automatic,0,35,ak,024b4is3mc,",ak024b4is3mc,",",ak,",",origin,phase-data,",,,0.75,,ml,earthquake,"M 1.5 - 15 km W of Point Possession, Alaska"
1.1,"34 km WSW of Ackerly, Texas",1724954385105,1725030342245,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024qzrw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024qzrw&format=geojson,,,,,reviewed,0,19,tx,2024qzrw,",tx2024qzrw,",",tx,",",origin,phase-data,",18.0,0.0,0.1,65.0,ml,earthquake,"M 1.1 - 34 km WSW of Ackerly, Texas"
1.1,"8 km WNW of Cobb, CA",1724954009240,1724960363750,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75054996,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75054996&format=geojson,,,,,automatic,0,19,nc,75054996,",nc75054996,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.01426,0.02,84.0,md,earthquake,"M 1.1 - 8 km WNW of Cobb, CA"
1.5,"9 km ENE of Goldfield, Nevada",1724953926311,1724968535434,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883409,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883409&format=geojson,,,,,reviewed,0,35,nn,00883409,",nn00883409,",",nn,",",origin,phase-data,",20.0,0.203,0.1697,118.08,ml,earthquake,"M 1.5 - 9 km ENE of Goldfield, Nevada"
1.6,"5 km SSE of Girdwood, Alaska",1724953752851,1724953852549,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b4igvv9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b4igvv9&format=geojson,,,,,automatic,0,39,ak,024b4igvv9,",ak024b4igvv9,",",ak,",",origin,phase-data,",,,0.45,,ml,earthquake,"M 1.6 - 5 km SSE of Girdwood, Alaska"
1.89,"10 km S of Fern Forest, Hawaii",1724953703010,1724953877860,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74430277,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74430277&format=geojson,,,,,automatic,0,55,hv,74430277,",hv74430277,",",hv,",",origin,phase-data,",25.0,0.02056,0.219999999,100.0,ml,earthquake,"M 1.9 - 10 km S of Fern Forest, Hawaii"
1.64,"23 km NW of Grapevine, CA",1724953660560,1724963381793,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40719007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40719007&format=geojson,,,,,reviewed,0,41,ci,40719007,",ci40719007,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",45.0,0.04641,0.19,98.0,ml,earthquake,"M 1.6 - 23 km NW of Grapevine, CA"
1.25,"3 km SSW of Pāhala, Hawaii",1724953644810,1724969976500,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74430267,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74430267&format=geojson,,,,,reviewed,0,24,hv,74430267,",hv74430267,",",hv,",",origin,phase-data,",30.0,0.02797,0.13,96.0,ml,earthquake,"M 1.3 - 3 km SSW of Pāhala, Hawaii"
4.6,"4 km WNW of Los Corazones, Mexico",1724953431719,1724955614040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nniq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nniq&format=geojson,,,,,reviewed,0,326,us,6000nniq,",us6000nniq,",",us,",",origin,phase-data,",51.0,1.895,0.6,132.0,mb,earthquake,"M 4.6 - 4 km WNW of Los Corazones, Mexico"
0.73,"5 km WNW of Cobb, CA",1724953401660,1724953500469,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75054986,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75054986&format=geojson,,,,,automatic,0,8,nc,75054986,",nc75054986,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.00665,0.08,119.0,md,earthquake,"M 0.7 - 5 km WNW of Cobb, CA"
4.7,"86 km WSW of Houma, Tonga",1724953000830,1724954646040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nnir,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nnir&format=geojson,,,,,reviewed,0,340,us,6000nnir,",us6000nnir,",",us,",",origin,phase-data,",37.0,0.996,1.05,100.0,mb,earthquake,"M 4.7 - 86 km WSW of Houma, Tonga"
1.07,"12 km WNW of Calipatria, CA",1724952272150,1724962796398,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40718983,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40718983&format=geojson,,,,,reviewed,0,18,ci,40718983,",ci40718983,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.004604,0.18,81.0,ml,earthquake,"M 1.1 - 12 km WNW of Calipatria, CA"
1.37,"24 km E of Maricopa, CA",1724952254210,1724953438347,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40718975,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40718975&format=geojson,,,,,reviewed,0,29,ci,40718975,",ci40718975,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.04874,0.22,110.0,ml,earthquake,"M 1.4 - 24 km E of Maricopa, CA"
1.2,"49 km N of Karluk, Alaska",1724951980129,1724952084901,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b4iaiho,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b4iaiho&format=geojson,,,,,automatic,0,22,ak,024b4iaiho,",ak024b4iaiho,",",ak,",",origin,phase-data,",,,0.15,,ml,earthquake,"M 1.2 - 49 km N of Karluk, Alaska"
2.82,"24 km NW of Grapevine, CA",1724951977520,1724969436786,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40718967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40718967&format=geojson,3.0,2.2,,,reviewed,0,123,ci,40718967,",ci40718967,us6000nnin,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",64.0,0.04815,0.2,30.0,ml,earthquake,"M 2.8 - 24 km NW of Grapevine, CA"
2.02,"24 km NW of Grapevine, CA",1724951926090,1724962890190,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40718959,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40718959&format=geojson,1.0,2.0,,,reviewed,0,63,ci,40718959,",ci40718959,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",47.0,0.04677,0.18,72.0,ml,earthquake,"M 2.0 - 24 km NW of Grapevine, CA"
2.52,"24 km NW of Grapevine, CA",1724951562190,1724964524090,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40718943,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40718943&format=geojson,1.0,2.0,,,reviewed,0,98,ci,40718943,",ci40718943,us6000nnim,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",59.0,0.04754,0.23,39.0,ml,earthquake,"M 2.5 - 24 km NW of Grapevine, CA"
1.71000004,"6 km S of Volcano, Hawaii",1724951403700,1724951575660,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74430197,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74430197&format=geojson,,,,,automatic,0,45,hv,74430197,",hv74430197,",",hv,",",origin,phase-data,",20.0,0.008533,0.170000002,112.0,md,earthquake,"M 1.7 - 6 km S of Volcano, Hawaii"
1.1,"50 km SE of Goldfield, Nevada",1724950826300,1724950994738,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883405,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883405&format=geojson,,,,,automatic,0,19,nn,00883405,",nn00883405,",",nn,",",origin,phase-data,",11.0,0.299,0.2307,162.70000000000005,ml,earthquake,"M 1.1 - 50 km SE of Goldfield, Nevada"
2.02,"6 km ENE of Steele, Missouri",1724950467030,1724970390480,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60590321,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60590321&format=geojson,,,,,reviewed,0,63,nm,60590321,",nm60590321,",",nm,",",origin,phase-data,",22.0,0.05377,0.14,56.0,md,earthquake,"M 2.0 - 6 km ENE of Steele, Missouri"
0.62,"9 km WNW of Cobb, CA",1724950420100,1724953938042,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75054956,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75054956&format=geojson,,,,,automatic,0,6,nc,75054956,",nc75054956,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.01675,0.01,81.0,md,earthquake,"M 0.6 - 9 km WNW of Cobb, CA"
1.7,"21 km NW of Skwentna, Alaska",1724950201864,1724950315155,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b4hvn4q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b4hvn4q&format=geojson,,,,,automatic,0,44,ak,024b4hvn4q,",ak024b4hvn4q,",",ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 1.7 - 21 km NW of Skwentna, Alaska"
1.33,"3 km WNW of Bridge Creek, Oklahoma",1724949581060,1724950782169,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024qzpf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024qzpf&format=geojson,,,,,reviewed,0,27,ok,2024qzpf,",ok2024qzpf,",",ok,",",origin,phase-data,",20.0,0.01799646848,0.35,73.0,ml,earthquake,"M 1.3 - 3 km WNW of Bridge Creek, Oklahoma"
0.66,"20 km E of Little Lake, CA",1724949151300,1724950064943,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40718847,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40718847&format=geojson,,,,,reviewed,0,7,ci,40718847,",ci40718847,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.02865,0.14,75.0,ml,earthquake,"M 0.7 - 20 km E of Little Lake, CA"
1.4,"10 km E of Kanarraville, Utah",1724949117870,1724963399350,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80080581,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80080581&format=geojson,,,,,reviewed,0,30,uu,80080581,",uu80080581,",",uu,",",origin,phase-data,",5.0,0.04608,0.08,215.0,md,earthquake,"M 1.4 - 10 km E of Kanarraville, Utah"
0.68,"2 km NW of Bridge Creek, Oklahoma",1724949111170,1724950952859,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024qzoy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024qzoy&format=geojson,,,,,reviewed,0,7,ok,2024qzoy,",ok2024qzoy,",",ok,",",origin,phase-data,",12.0,0.009898057663,0.1,236.0,ml,earthquake,"M 0.7 - 2 km NW of Bridge Creek, Oklahoma"
1.31,"23 km E of Maricopa, CA",1724948854490,1724952786771,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40718839,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40718839&format=geojson,,,,,reviewed,0,26,ci,40718839,",ci40718839,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.05637,0.21,134.0,ml,earthquake,"M 1.3 - 23 km E of Maricopa, CA"
0.2,"50 km SE of Goldfield, Nevada",1724948662403,1724948782618,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883404,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883404&format=geojson,,,,,automatic,0,1,nn,00883404,",nn00883404,",",nn,",",origin,phase-data,",8.0,0.292,0.2257,222.14,ml,earthquake,"M 0.2 - 50 km SE of Goldfield, Nevada"
0.74,"7 km NW of The Geysers, CA",1724948636860,1724951368748,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75054941,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75054941&format=geojson,,,,,automatic,0,8,nc,75054941,",nc75054941,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.004059,0.03,71.0,md,earthquake,"M 0.7 - 7 km NW of The Geysers, CA"
2.0,"8 km ENE of Goldfield, Nevada",1724948402745,1724953194138,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883401,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883401&format=geojson,,,,,reviewed,0,62,nn,00883401,",nn00883401,",",nn,",",origin,phase-data,",19.0,0.19,0.1751,93.83,ml,earthquake,"M 2.0 - 8 km ENE of Goldfield, Nevada"
1.5,"61 km SSW of Whites City, New Mexico",1724948216743,1724949328255,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024qzom,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024qzom&format=geojson,,,,,reviewed,0,35,tx,2024qzom,",tx2024qzom,",",tx,",",origin,phase-data,",14.0,0.0,0.2,78.0,ml,earthquake,"M 1.5 - 61 km SSW of Whites City, New Mexico"
1.76999998,"6 km SSW of Volcano, Hawaii",1724947198770,1724947297070,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74430087,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74430087&format=geojson,,,,,automatic,0,48,hv,74430087,",hv74430087,",",hv,",",origin,phase-data,",17.0,0.002825,0.119999997,76.0,md,earthquake,"M 1.8 - 6 km SSW of Volcano, Hawaii"
1.4,"8 km ENE of Goldfield, Nevada",1724946698107,1724957263967,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883398,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883398&format=geojson,,,,,reviewed,0,30,nn,00883398,",nn00883398,",",nn,",",origin,phase-data,",17.0,0.191,0.1724,93.88,ml,earthquake,"M 1.4 - 8 km ENE of Goldfield, Nevada"
1.46,"9 km NNW of Pine Mountain Club, CA",1724946460940,1724950082042,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40718799,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40718799&format=geojson,,,,,reviewed,0,33,ci,40718799,",ci40718799,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.06754,0.18,81.0,ml,earthquake,"M 1.5 - 9 km NNW of Pine Mountain Club, CA"
1.55,"11 km S of Fern Forest, Hawaii",1724946434920,1724964504930,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74430062,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74430062&format=geojson,,,,,reviewed,0,37,hv,74430062,",hv74430062,",",hv,",",origin,phase-data,",29.0,0.04796,0.11,162.0,ml,earthquake,"M 1.6 - 11 km S of Fern Forest, Hawaii"
1.6,"8 km ENE of Goldfield, Nevada",1724946369639,1724965773961,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883396,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883396&format=geojson,,,,,reviewed,0,39,nn,00883396,",nn00883396,",",nn,",",origin,phase-data,",23.0,0.19,0.2053,93.74,ml,earthquake,"M 1.6 - 8 km ENE of Goldfield, Nevada"
1.0,"11 km ENE of Goldfield, Nevada",1724946139950,1724946262744,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883392,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883392&format=geojson,,,,,automatic,0,15,nn,00883392,",nn00883392,",",nn,",",origin,phase-data,",10.0,0.56,0.2161,180.59999999999997,ml,earthquake,"M 1.0 - 11 km ENE of Goldfield, Nevada"
-0.11,"59 km WNW of Tyonek, Alaska",1724946122500,1724986577790,,https://earthquake.usgs.gov/earthquakes/eventpage/av93019694,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93019694&format=geojson,,,,,reviewed,0,0,av,93019694,",av93019694,",",av,",",origin,phase-data,",8.0,0.03372,0.11,145.0,ml,earthquake,"M -0.1 - 59 km WNW of Tyonek, Alaska"
1.4,"8 km ENE of Goldfield, Nevada",1724946089545,1724973195553,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883390,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883390&format=geojson,,,,,reviewed,0,30,nn,00883390,",nn00883390,",",nn,",",origin,phase-data,",17.0,0.453,0.1729,113.60999999999999,ml,earthquake,"M 1.4 - 8 km ENE of Goldfield, Nevada"
4.8,"142 km ESE of Miyakojima, Japan",1724945745066,1724947463040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nnia,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nnia&format=geojson,,,,,reviewed,0,354,us,6000nnia,",us6000nnia,",",us,",",origin,phase-data,",44.0,2.174,0.71,85.0,mb,earthquake,"M 4.8 - 142 km ESE of Miyakojima, Japan"
1.32,"8 km NNW of The Geysers, CA",1724945727110,1724947765366,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75054931,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75054931&format=geojson,,,,,automatic,0,27,nc,75054931,",nc75054931,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.00694,0.02,49.0,md,earthquake,"M 1.3 - 8 km NNW of The Geysers, CA"
2.52,"Rat Islands, Aleutian Islands, Alaska",1724945650090,1724984494060,,https://earthquake.usgs.gov/earthquakes/eventpage/av93243668,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93243668&format=geojson,,,,,reviewed,0,98,av,93243668,",av93243668,",",av,",",origin,phase-data,",10.0,0.2554,0.28,318.0,ml,earthquake,"M 2.5 - Rat Islands, Aleutian Islands, Alaska"
1.7,"9 km ENE of Goldfield, Nevada",1724945624245,1724955042400,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883387,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883387&format=geojson,,,,,reviewed,0,44,nn,00883387,",nn00883387,",",nn,",",origin,phase-data,",21.0,0.199,0.162,116.55,ml,earthquake,"M 1.7 - 9 km ENE of Goldfield, Nevada"
1.39,"10 km E of Kanarraville, Utah",1724945220810,1724963261740,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80080576,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80080576&format=geojson,,,,,reviewed,0,30,uu,80080576,",uu80080576,",",uu,",",origin,phase-data,",8.0,0.04302,0.07,109.0,ml,earthquake,"M 1.4 - 10 km E of Kanarraville, Utah"
2.1,"3 km WSW of Pāhala, Hawaii",1724945113180,1724945286640,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74430042,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74430042&format=geojson,,,,,automatic,0,68,hv,74430042,",hv74430042,",",hv,",",origin,phase-data,",50.0,0.05723,0.150000006,88.0,ml,earthquake,"M 2.1 - 3 km WSW of Pāhala, Hawaii"
1.25,"16 km WSW of Shaniko, Oregon",1724944948020,1724954381980,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62041941,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62041941&format=geojson,,,,,reviewed,0,24,uw,62041941,",uw62041941,",",uw,",",origin,phase-data,",6.0,0.0556,0.18,103.0,ml,explosion,"M 1.3 Explosion - 16 km WSW of Shaniko, Oregon"
1.1,"8 km ENE of Goldfield, Nevada",1724944648053,1724949148668,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883383,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883383&format=geojson,,,,,reviewed,0,19,nn,00883383,",nn00883383,",",nn,",",origin,phase-data,",14.0,0.444,0.1501,143.68,ml,earthquake,"M 1.1 - 8 km ENE of Goldfield, Nevada"
0.9,"13 km ENE of Goldfield, Nevada",1724944496035,1724944642923,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883381,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883381&format=geojson,,,,,automatic,0,12,nn,00883381,",nn00883381,",",nn,",",origin,phase-data,",11.0,0.572,0.2789,182.40000000000003,ml,earthquake,"M 0.9 - 13 km ENE of Goldfield, Nevada"
1.1,"44 km WNW of Anchor Point, Alaska",1724944472915,1724944571188,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b4h2k57,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b4h2k57&format=geojson,,,,,automatic,0,19,ak,024b4h2k57,",ak024b4h2k57,",",ak,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 1.1 - 44 km WNW of Anchor Point, Alaska"
1.6,"7 km NE of Fox, Alaska",1724944087451,1724944233484,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b4h17vt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b4h17vt&format=geojson,,,,,automatic,0,39,ak,024b4h17vt,",ak024b4h17vt,",",ak,",",origin,phase-data,",,,1.07,,ml,earthquake,"M 1.6 - 7 km NE of Fox, Alaska"
1.9,"55 km S of Whites City, New Mexico",1724943780215,1724944603806,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024qzma,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024qzma&format=geojson,,,,,reviewed,0,56,tx,2024qzma,",tx2024qzma,",",tx,",",origin,phase-data,",23.0,0.0,0.2,59.0,ml,earthquake,"M 1.9 - 55 km S of Whites City, New Mexico"
0.44,"15 km NE of Milford, Utah",1724943614410,1724961516510,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80080571,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80080571&format=geojson,,,,,reviewed,0,3,uu,80080571,",uu80080571,",",uu,",",origin,phase-data,",11.0,0.005765,0.06,65.0,md,earthquake,"M 0.4 - 15 km NE of Milford, Utah"
1.1,"9 km ENE of Goldfield, Nevada",1724942924104,1724943062380,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883378,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883378&format=geojson,,,,,automatic,0,19,nn,00883378,",nn00883378,",",nn,",",origin,phase-data,",11.0,0.453,0.1503,176.99,ml,earthquake,"M 1.1 - 9 km ENE of Goldfield, Nevada"
0.86,"21 km ENE of Thousand Palms, CA",1724942905930,1724947705449,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40718767,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40718767&format=geojson,,,,,reviewed,0,11,ci,40718767,",ci40718767,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.02096,0.11,69.0,ml,earthquake,"M 0.9 - 21 km ENE of Thousand Palms, CA"
1.5,"61 km SSW of Whites City, New Mexico",1724942881028,1725026268654,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024qzln,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024qzln&format=geojson,,,,,reviewed,0,35,tx,2024qzln,",tx2024qzln,",",tx,",",origin,phase-data,",17.0,0.0,0.1,78.0,ml,earthquake,"M 1.5 - 61 km SSW of Whites City, New Mexico"
